工廠名稱,工廠市鎮鄉村里,工廠組織型態,工廠登記核准年分,工廠登記狀態,產業類別,主要產品
偉育企業有限公司,彰化縣埔心鄉大華村,有限公司,109年,生產中,29機械設備製造業,293通用機械設備
泓威鍛壓實業有限公司仁德廠,臺南市仁德區土庫里,有限公司,110年,生產中,25金屬製品製造業,254金屬加工處理
大發精密五金企業社,彰化縣花壇鄉橋頭村,獨資,108年,生產中,25金屬製品製造業,254金屬加工處理
憂盟塑膠有限公司八里廠,新北市八里區頂罟里,有限公司,110年,生產中,22塑膠製品製造業、29機械設備製造業,220塑膠製品、293通用機械設備
上贏興業有限公司,彰化縣埔鹽鄉南新村,有限公司,109年,生產中,19其他化學製品製造業,199未分類其他化學製品
嘉忠車輛配備股份有限公司二廠,嘉義縣水上鄉塗溝村,股份有限公司,109年,生產中,30汽車及其零件製造業,303汽車零件
于欣機械有限公司,臺中市南屯區文山里,有限公司,98年,生產中,30汽車及其零件製造業、31其他運輸工具及其零件製造業、29機械設備製造業,303汽車零件、312機車及其零件、293通用機械設備
漢蜂工業股份有限公司,高雄市仁武區後安里,股份有限公司,80年,生產中,29機械設備製造業,293通用機械設備
鉅昇金屬工業有限公司,花蓮縣吉安鄉北昌村,有限公司,83年,生產中,25金屬製品製造業,252金屬結構及建築組件
信昌電子陶瓷股份有限公司桃園廠,桃園市蘆竹區內厝里,股份有限公司,78年,生產中,23非金屬礦物製品製造業、26電子零組件製造業,232耐火、黏土建材及其他陶瓷製品、262被動電子元件
東庚企業股份有限公司,臺中市潭子區大豐里,股份有限公司,110年,生產中,33其他製造業,332醫療器材及用品
仁鴻資源再生有限公司,臺南市永康區?洲里,有限公司,103年,生產中,22塑膠製品製造業,220塑膠製品
正統意麵坊工廠,臺南市南區喜東里,獨資,109年,生產中,08食品製造業、08食品製造業,089其他食品
弘凱科技有限公司,臺中市東區東門里,有限公司,94年,生產中,29機械設備製造業,293通用機械設備
冠翔事業有限公司,臺中市神岡區庄前里,有限公司,109年,生產中,25金屬製品製造業,254金屬加工處理
瑞聖能源科技有限公司工廠,臺中市沙鹿區鹿峰里,有限公司,92年,生產中,29機械設備製造業,293通用機械設備
淇豐紙器有限公司,高雄市大寮區江山里,有限公司,109年,生產中,15紙漿、紙及紙製品製造業,152瓦楞紙板及紙容器
台通光電股份有限公司蘆竹廠,桃園市蘆竹區坑口里,股份有限公司,110年,生產中,28電力設備及配備製造業,283電線及配線器材
勝締崴有限公司,桃園市新屋區清華里,有限公司,110年,生產中,11紡織業、12成衣及服飾品製造業、33其他製造業,112織布、115紡織品、121成衣、123服飾品、339未分類其他製品
億瑞工業股份有限公司燕巢廠,高雄市燕巢區橫山里,股份有限公司,82年,生產中,22塑膠製品製造業、24基本金屬製造業,220塑膠製品、241鋼鐵
鴻昇金屬有限公司,新北市樹林區東山里,有限公司,110年,生產中,25金屬製品製造業,259其他金屬製品
瑞甡塑膠有限公司,臺南市永康區?洲里,有限公司,78年,生產中,22塑膠製品製造業,220塑膠製品
樺暘金屬股份有限公司,桃園市蘆竹區長興里,股份有限公司,109年,生產中,25金屬製品製造業,254金屬加工處理
呈勖有限公司,桃園市大園區橫峰里,有限公司,109年,生產中,23非金屬礦物製品製造業,234石材製品
彥辰工業有限公司,高雄市岡山區嘉興里,有限公司,109年,生產中,25金屬製品製造業、25金屬製品製造業,259其他金屬製品
易桓精密工業股份有限公司二廠,臺中市豐原區東湳里,股份有限公司,109年,生產中,28電力設備及配備製造業,283電線及配線器材
三瀛工業有限公司,彰化縣鹿港鎮東石里,有限公司,95年,生產中,25金屬製品製造業,254金屬加工處理
富岳冷凍食品廠股份有限公司,高雄市前鎮區明孝里,股份有限公司,66年,生產中,08食品製造業,082水產加工、089其他食品
翔順企業社,彰化縣鹿港鎮詔安里,獨資,109年,生產中,08食品製造業,089其他食品
利欣木業有限公司一廠,桃園市大園區五權里,有限公司,109年,生產中,14木竹製品製造業,140木竹製品
德坤實業股份有限公司,彰化縣大村鄉大橋村,股份有限公司,109年,生產中,25金屬製品製造業,259其他金屬製品
日利砂輪股份有限公司,新北市淡水區義山里,股份有限公司,99年,生產中,23非金屬礦物製品製造業,234石材製品、232耐火、黏土建材及其他陶瓷製品、239其他非金屬礦物製品
元村機械有限公司二廠,彰化縣大村鄉南勢村,有限公司,109年,生產中,29機械設備製造業,292其他專用機械設備
崧源濾材科技股份有限公司,南投縣草屯鎮御史里,股份有限公司,102年,生產中,22塑膠製品製造業、29機械設備製造業,220塑膠製品、293通用機械設備
東隆凡而企業有限公司,桃園市大園區溪海里,有限公司,79年,生產中,25金屬製品製造業,259其他金屬製品
日計工業股份有限公司宜科廠,宜蘭縣宜蘭市建業里,股份有限公司,109年,生產中,27電腦、電子產品及光學製品製造業,275量測、導航、控制設備及鐘錶
呈茂電子股份有限公司,桃園市蘆竹區蘆竹里,股份有限公司,92年,生產中,26電子零組件製造業,263印刷電路板
泓都化粧品股份有限公司,臺南市安南區?田里,股份有限公司,108年,生產中,19其他化學製品製造業,193清潔用品及化粧品
健全國際事業有限公司,桃園市龜山區兔坑里,有限公司,110年,生產中,08食品製造業,089其他食品
榮陞精密工業股份有限公司,高雄市路竹區,股份有限公司,110年,生產中,25金屬製品製造業,259其他金屬製品
六和橡膠工業股份有限公司,彰化縣和美鎮月眉里,股份有限公司,59年,生產中,21橡膠製品製造業,210橡膠製品
中華起重機械有限公司中壢廠,桃園市中壢區山東里,有限公司,99年,生產中,29機械設備製造業,293通用機械設備
嘉豐機械工程有限公司一廠,雲林縣二崙鄉油車村,有限公司,108年,生產中,25金屬製品製造業、25金屬製品製造業,259其他金屬製品
承鑫濾材有限公司中榮廠,臺南市安定區中榮里,有限公司,110年,生產中,29機械設備製造業,293通用機械設備
景鴻電子股份有限公司,桃園市中壢區內定里,股份有限公司,100年,生產中,26電子零組件製造業、25金屬製品製造業,263印刷電路板、254金屬加工處理
千盈機械有限公司,彰化縣秀水鄉陝西村,有限公司,110年,生產中,25金屬製品製造業,259其他金屬製品
威盛電子股份有限公司,新北市新店區江陵里,股份有限公司,85年,生產中,27電腦、電子產品及光學製品製造業、26電子零組件製造業,271電腦及其週邊設備、272通訊傳播設備、269其他電子零組件
名盛企業社,高雄市岡山區嘉興里,獨資,109年,生產中,22塑膠製品製造業,220塑膠製品
九揚企業行,臺中市太平區太平里,獨資,110年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備
三穩企業股份有限公司,新北市鶯歌區二甲里,股份有限公司,69年,生產中,30汽車及其零件製造業,303汽車零件
台灣化學纖維股份有限公司新港廠,嘉義縣新港鄉中洋村,股份有限公司,77年,生產中,11紡織業、15紙漿、紙及紙製品製造業、18化學材料及肥料製造業、29機械設備製造業,111紡紗、112織布、152瓦楞紙板及紙容器、185人造纖維、184塑膠及合成橡膠原料、292其他專用機械設備
台灣寶理塑膠股份有限公司大發二廠,高雄市大寮區潮寮里,股份有限公司,89年,生產中,18化學材料及肥料製造業,184塑膠及合成橡膠原料
山海明永業有限公司,桃園市楊梅區青山里,有限公司,100年,生產中,08食品製造業、09飲料製造業,089其他食品、091酒精飲料、092非酒精飲料
鴻積科機股份有限公司,新竹市香山區東香里,股份有限公司,77年,生產中,29機械設備製造業,291金屬加工用機械設備、293通用機械設備、292其他專用機械設備
吉奕數控雕刻有限公司,臺中市大里區大元里,有限公司,110年,生產中,14木竹製品製造業,140木竹製品
昱陽工業股份有限公司二廠,彰化縣鹿港鎮海埔里,股份有限公司,110年,生產中,25金屬製品製造業,254金屬加工處理
義美食品股份有限公司龍潭廠,桃園市龍潭區九龍里,股份有限公司,65年,生產中,08食品製造業,083蔬果加工、084動植物油脂、089其他食品
達穎塑膠股份有限公司,桃園市楊梅區高山里,股份有限公司,95年,生產中,22塑膠製品製造業,220塑膠製品
捷聯精密有限公司,彰化縣社頭鄉協和村,有限公司,110年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備
和記金屬有限公司二廠,彰化縣彰化市新興里,有限公司,110年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備
台映企業社,新北市五股區興珍里,合夥,104年,生產中,16印刷及資料儲存媒體複製業,160印刷及資料儲存媒體複製
尚合氟素有限公司二廠,桃園市平鎮區東勢里,有限公司,101年,生產中,25金屬製品製造業,254金屬加工處理
合鴻鍛造模有限公司大里廠,臺中市大里區仁化里,有限公司,110年,生產中,25金屬製品製造業,251金屬刀具、手工具及模具
芯動能設備股份有限公司,新竹市東區埔頂里,股份有限公司,109年,生產中,27電腦、電子產品及光學製品製造業、29機械設備製造業,275量測、導航、控制設備及鐘錶、292其他專用機械設備
上詮光纖通信股份有限公司苗栗廠,苗栗縣銅鑼鄉中平村,股份有限公司,108年,生產中,27電腦、電子產品及光學製品製造業,272通訊傳播設備
勇明企業社,臺中市神岡區圳堵里,獨資,110年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、291金屬加工用機械設備
良輝塑膠工業股份有限公司,臺南市南區彰南里,股份有限公司,71年,生產中,22塑膠製品製造業,220塑膠製品
金峰山五金有限公司,彰化縣北斗鎮中和里,有限公司,110年,生產中,25金屬製品製造業,259其他金屬製品
錡騰企業有限公司,桃園市楊梅區員林里,有限公司,91年,生產中,29機械設備製造業、26電子零組件製造業,293通用機械設備、269其他電子零組件
慧春實業股份有限公司大雅廠,臺中市大雅區上楓里,股份有限公司,85年,生產中,18化學材料及肥料製造業,183肥料及氮化合物
建垚股份有限公司,彰化縣線西鄉溝內村,股份有限公司,105年,生產中,18化學材料及肥料製造業,181化學原材料
展安食品有限公司二廠,新北市土城區員仁里,有限公司,110年,生產中,29機械設備製造業,292其他專用機械設備
檳皇股份有限公司,桃園市蘆竹區內厝里,股份有限公司,110年,生產中,08食品製造業,083蔬果加工
千億興金屬股份有限公司,臺中市龍井區忠和里,股份有限公司,83年,生產中,29機械設備製造業、25金屬製品製造業,293通用機械設備、251金屬刀具、手工具及模具、259其他金屬製品
